Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:52:25.376000,ALB,23,,15.0,4.0,,0 days 00:52:25.376000,0 days 00:00:39.826000,0 days 00:00:20.433000,,0 days 00:51:26.448000,0 days 00:51:46.848000,,243.0,285.0,,250.0,False,SOFT,3.0,True,Williams,0 days 00:50:46.518000,2024-03-23 05:35:47.906,1,,False,,False,False
0 days 00:17:38.372000,BOT,77,,1.0,1.0,0 days 00:16:09.594000,,0 days 00:00:36.117000,0 days 00:00:19,0 days 00:00:35.754000,0 days 00:16:43.909000,0 days 00:17:02.655000,0 days 00:17:38.840000,257.0,290.0,303.0,219.0,False,SOFT,1.0,True,Kick Sauber,0 days 00:16:09.594000,2024-03-23 05:01:10.982,1,,False,,False,False
0 days 00:18:56.417000,BOT,77,,2.0,1.0,,,0 days 00:00:27.043000,0 days 00:00:17.843000,0 days 00:00:33.159000,0 days 00:18:05.415000,0 days 00:18:23.258000,0 days 00:18:56.417000,283.0,314.0,303.0,319.0,True,SOFT,2.0,True,Kick Sauber,0 days 00:17:38.372000,2024-03-23 05:02:39.760,1,,False,,False,True
0 days 00:20:39.472000,BOT,77,,3.0,1.0,,,0 days 00:00:35.374000,0 days 00:00:22.706000,0 days 00:00:44.975000,0 days 00:19:31.791000,0 days 00:19:54.497000,0 days 00:20:39.472000,225.0,265.0,276.0,251.0,False,SOFT,3.0,True,Kick Sauber,0 days 00:18:56.417000,2024-03-23 05:03:57.805,1,,False,,False,True
0 days 00:22:22.672000,BOT,77,,4.0,1.0,,,0 days 00:00:35.168000,0 days 00:00:21.829000,0 days 00:00:46.203000,0 days 00:21:14.640000,0 days 00:21:36.469000,0 days 00:22:22.672000,246.0,288.0,304.0,240.0,False,SOFT,4.0,True,Kick Sauber,0 days 00:20:39.472000,2024-03-23 05:05:40.860,1,,False,,False,True
0 days 00:23:40.554000,BOT,77,,5.0,1.0,,,0 days 00:00:26.805000,0 days 00:00:17.786000,0 days 00:00:33.291000,0 days 00:22:49.477000,0 days 00:23:07.263000,0 days 00:23:40.554000,286.0,316.0,304.0,320.0,True,SOFT,5.0,True,Kick Sauber,0 days 00:22:22.672000,2024-03-23 05:07:24.060,1,,False,,False,True
0 days 00:29:41.464000,BOT,77,,6.0,1.0,,0 days 00:25:15.373000,0 days 00:00:32.090000,0 days 00:00:20.389000,,0 days 00:24:12.792000,0 days 00:24:33.159000,,249.0,283.0,,247.0,False,SOFT,6.0,True,Kick Sauber,0 days 00:23:40.554000,2024-03-23 05:08:41.942,1,,False,,False,False
0 days 00:31:34,BOT,77,,7.0,2.0,0 days 00:29:51.647000,,0 days 00:00:52.208000,0 days 00:00:19.952000,0 days 00:00:40.376000,0 days 00:30:33.672000,0 days 00:30:53.624000,0 days 00:31:34,218.0,296.0,305.0,153.0,False,SOFT,1.0,True,Kick Sauber,0 days 00:29:41.464000,2024-03-23 05:14:42.852,1,,False,,False,False
0 days 00:32:51.543000,BOT,77,,8.0,2.0,,,0 days 00:00:26.711000,0 days 00:00:17.743000,0 days 00:00:33.089000,0 days 00:32:00.711000,0 days 00:32:18.454000,0 days 00:32:51.543000,285.0,318.0,304.0,320.0,True,SOFT,2.0,True,Kick Sauber,0 days 00:31:34,2024-03-23 05:16:35.388,1,,False,,False,True
0 days 00:42:40.798000,BOT,77,,9.0,2.0,,0 days 00:34:32.157000,0 days 00:00:34.106000,0 days 00:00:22.927000,,0 days 00:33:25.706000,0 days 00:33:48.714000,,221.0,223.0,,249.0,False,SOFT,3.0,True,Kick Sauber,0 days 00:32:51.543000,2024-03-23 05:17:52.931,1,,False,,False,False
0 days 00:44:29.840000,BOT,77,,10.0,3.0,0 days 00:42:43.750000,,0 days 00:00:45.656000,0 days 00:00:21.212000,0 days 00:00:42.174000,0 days 00:43:26.454000,0 days 00:43:47.666000,0 days 00:44:29.840000,259.0,139.0,305.0,134.0,False,SOFT,3.0,False,Kick Sauber,0 days 00:42:40.798000,2024-03-23 05:27:42.186,1,,False,,False,False
0 days 00:45:47.584000,BOT,77,,11.0,3.0,,,0 days 00:00:26.780000,0 days 00:00:17.836000,0 days 00:00:33.128000,0 days 00:44:56.620000,0 days 00:45:14.456000,0 days 00:45:47.584000,284.0,314.0,304.0,322.0,True,SOFT,4.0,False,Kick Sauber,0 days 00:44:29.840000,2024-03-23 05:29:31.228,1,,False,,False,True
0 days 00:51:38.474000,BOT,77,,12.0,3.0,,0 days 00:47:19.816000,0 days 00:00:31.564000,0 days 00:00:20.662000,,0 days 00:46:19.188000,0 days 00:46:39.773000,,246.0,280.0,,281.0,False,SOFT,5.0,False,Kick Sauber,0 days 00:45:47.584000,2024-03-23 05:30:48.972,1,,False,,False,False
0 days 00:53:31.178000,BOT,77,,13.0,4.0,0 days 00:51:41.555000,,0 days 00:00:40.697000,0 days 00:00:19.867000,0 days 00:00:52.140000,0 days 00:52:19.171000,0 days 00:52:39.038000,0 days 00:53:31.178000,255.0,238.0,302.0,155.0,False,SOFT,1.0,True,Kick Sauber,0 days 00:51:38.474000,2024-03-23 05:36:39.862,1,,False,,False,False
0 days 00:54:48.518000,BOT,77,,14.0,4.0,,,0 days 00:00:26.770000,0 days 00:00:17.604000,0 days 00:00:32.966000,0 days 00:53:57.948000,0 days 00:54:15.552000,0 days 00:54:48.518000,286.0,319.0,302.0,319.0,True,SOFT,2.0,True,Kick Sauber,0 days 00:53:31.178000,2024-03-23 05:38:32.566,1,,False,,False,True
0 days 00:56:30.365000,BOT,77,,15.0,4.0,,0 days 00:56:30.365000,0 days 00:00:35.922000,0 days 00:00:23.905000,,0 days 00:55:24.594000,0 days 00:55:48.374000,,198.0,248.0,,260.0,False,SOFT,3.0,True,Kick Sauber,0 days 00:54:48.518000,2024-03-23 05:39:49.906,1,,False,,False,False
0 days 00:17:10.390000,MAG,20,,1.0,1.0,0 days 00:15:32.377000,,0 days 00:00:44.609000,0 days 00:00:19.945000,0 days 00:00:38.118000,0 days 00:16:12.493000,0 days 00:16:32.272000,0 days 00:17:10.462000,257.0,271.0,307.0,182.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:15:32.377000,2024-03-23 05:00:33.765,1,,False,,False,False
0 days 00:18:28.264000,MAG,20,,2.0,1.0,,,0 days 00:00:27.008000,0 days 00:00:17.637000,0 days 00:00:33.229000,0 days 00:17:37.398000,0 days 00:17:55.035000,0 days 00:18:28.264000,286.0,322.0,309.0,324.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:17:10.390000,2024-03-23 05:02:11.778,1,,False,,False,True
0 days 00:20:18.612000,MAG,20,,3.0,1.0,,,0 days 00:00:38.387000,0 days 00:00:23.231000,0 days 00:00:48.730000,0 days 00:19:06.651000,0 days 00:19:29.882000,0 days 00:20:18.612000,126.0,275.0,307.0,312.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:18:28.264000,2024-03-23 05:03:29.652,1,,False,,False,True
0 days 00:29:32.980000,MAG,20,,4.0,1.0,,0 days 00:21:42.151000,0 days 00:00:27.287000,0 days 00:00:18.910000,,0 days 00:20:46.033000,0 days 00:21:04.964000,,284.0,275.0,,326.0,False,SOFT,4.0,True,Haas F1 Team,0 days 00:20:18.612000,2024-03-23 05:05:20.000,1,,False,,False,False
0 days 00:31:12.647000,MAG,20,,5.0,2.0,0 days 00:29:35.365000,,0 days 00:00:43.480000,0 days 00:00:19.485000,0 days 00:00:36.702000,0 days 00:30:16.460000,0 days 00:30:35.945000,0 days 00:31:12.647000,259.0,280.0,308.0,87.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:29:32.980000,2024-03-23 05:14:34.368,1,,False,,False,False
0 days 00:32:30.356000,MAG,20,,6.0,2.0,,,0 days 00:00:26.823000,0 days 00:00:17.531000,0 days 00:00:33.355000,0 days 00:31:39.470000,0 days 00:31:57.001000,0 days 00:32:30.356000,288.0,321.0,306.0,325.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:31:12.647000,2024-03-23 05:16:14.035,1,,False,,False,True
0 days 00:43:56.596000,MAG,20,,7.0,2.0,,0 days 00:34:02.824000,0 days 00:00:33.312000,0 days 00:00:20.259000,,0 days 00:33:03.689000,0 days 00:33:24.648000,,246.0,280.0,,302.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:32:30.356000,2024-03-23 05:17:31.744,1,,False,,False,False
0 days 00:45:41.452000,MAG,20,,8.0,3.0,0 days 00:43:58.713000,,0 days 00:00:43.487000,0 days 00:00:19.805000,0 days 00:00:41.564000,0 days 00:44:40.083000,0 days 00:44:59.888000,0 days 00:45:41.452000,263.0,280.0,309.0,121.0,False,SOFT,4.0,False,Haas F1 Team,0 days 00:43:56.596000,2024-03-23 05:28:57.984,1,,False,,False,False
0 days 00:46:59.098000,MAG,20,,9.0,3.0,,,0 days 00:00:26.915000,0 days 00:00:17.576000,0 days 00:00:33.155000,0 days 00:46:08.367000,0 days 00:46:25.943000,0 days 00:46:59.098000,288.0,320.0,307.0,326.0,True,SOFT,5.0,False,Haas F1 Team,0 days 00:45:41.452000,2024-03-23 05:30:42.840,1,,False,,False,True
0 days 00:51:34.238000,MAG,20,,10.0,3.0,,0 days 00:48:23.287000,0 days 00:00:29.385000,0 days 00:00:19.682000,,0 days 00:47:28.581000,0 days 00:47:48.227000,,262.0,280.0,,310.0,False,SOFT,6.0,False,Haas F1 Team,0 days 00:46:59.098000,2024-03-23 05:32:00.486,1,,False,,False,False
0 days 00:53:08.772000,MAG,20,,11.0,4.0,0 days 00:51:36.275000,,0 days 00:00:35.656000,0 days 00:00:19.659000,0 days 00:00:39.219000,0 days 00:52:09.894000,0 days 00:52:29.553000,0 days 00:53:08.772000,262.0,279.0,308.0,218.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:51:34.238000,2024-03-23 05:36:35.626,1,,False,,False,False
0 days 00:54:26.199000,MAG,20,,12.0,4.0,,,0 days 00:00:26.768000,0 days 00:00:17.575000,0 days 00:00:33.084000,0 days 00:53:35.540000,0 days 00:53:53.115000,0 days 00:54:26.199000,288.0,320.0,306.0,325.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:53:08.772000,2024-03-23 05:38:10.160,1,,False,,False,True
0 days 00:55:55.580000,MAG,20,,13.0,4.0,,0 days 00:55:55.580000,0 days 00:00:32.467000,0 days 00:00:20.149000,,0 days 00:54:58.683000,0 days 00:55:18.794000,,255.0,278.0,,296.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:54:26.199000,2024-03-23 05:39:27.587,1,,False,,False,False
0 days 00:16:50.089000,OCO,31,,1.0,1.0,0 days 00:15:08.389000,,,0 days 00:00:19.824000,0 days 00:00:39.152000,,0 days 00:16:11.067000,0 days 00:16:50.103000,255.0,297.0,300.0,132.0,False,SOFT,1.0,True,Alpine,0 days 00:15:08.389000,2024-03-23 05:00:09.777,1,,False,,False,False
0 days 00:18:17.051000,OCO,31,,2.0,1.0,,,0 days 00:00:31.251000,0 days 00:00:19.380000,0 days 00:00:36.331000,0 days 00:17:21.340000,0 days 00:17:40.720000,0 days 00:18:17.051000,258.0,300.0,306.0,288.0,True,SOFT,2.0,True,Alpine,0 days 00:16:50.089000,2024-03-23 05:01:51.477,1,,False,,False,True
0 days 00:19:35.710000,OCO,31,,3.0,1.0,,,0 days 00:00:27.204000,0 days 00:00:17.714000,0 days 00:00:33.741000,0 days 00:18:44.255000,0 days 00:19:01.969000,0 days 00:19:35.710000,285.0,317.0,291.0,322.0,True,SOFT,3.0,True,Alpine,0 days 00:18:17.051000,2024-03-23 05:03:18.439,1,,False,,False,True
0 days 00:24:10.515000,OCO,31,,4.0,1.0,,0 days 00:22:18.245000,0 days 00:00:58.181000,0 days 00:00:36.376000,,0 days 00:20:34.089000,0 days 00:21:10.383000,,132.0,143.0,,98.0,False,SOFT,4.0,True,Alpine,0 days 00:19:35.710000,2024-03-23 05:04:37.098,1,,False,,False,False
0 days 00:26:03.689000,OCO,31,,5.0,2.0,0 days 00:24:12.656000,,0 days 00:00:51.906000,0 days 00:00:20.348000,0 days 00:00:40.920000,0 days 00:25:02.421000,0 days 00:25:22.769000,0 days 00:26:03.689000,245.0,295.0,301.0,142.0,False,SOFT,1.0,True,Alpine,0 days 00:24:10.515000,2024-03-23 05:09:11.903,1,,False,,False,False
0 days 00:27:31.336000,OCO,31,,6.0,2.0,,,0 days 00:00:30.845000,0 days 00:00:19.757000,0 days 00:00:37.045000,0 days 00:26:34.534000,0 days 00:26:54.291000,0 days 00:27:31.336000,253.0,298.0,306.0,295.0,False,SOFT,2.0,True,Alpine,0 days 00:26:03.689000,2024-03-23 05:11:05.077,1,,False,,False,True
0 days 00:28:49.553000,OCO,31,,7.0,2.0,,,0 days 00:00:27.155000,0 days 00:00:17.752000,0 days 00:00:33.310000,0 days 00:27:58.491000,0 days 00:28:16.243000,0 days 00:28:49.553000,285.0,317.0,305.0,323.0,True,SOFT,3.0,True,Alpine,0 days 00:27:31.336000,2024-03-23 05:12:32.724,1,,False,,False,True
0 days 00:30:32.068000,OCO,31,,8.0,2.0,,,0 days 00:00:34.793000,0 days 00:00:23.629000,0 days 00:00:44.093000,0 days 00:29:24.346000,0 days 00:29:47.975000,0 days 00:30:32.068000,220.0,224.0,231.0,271.0,False,SOFT,4.0,True,Alpine,0 days 00:28:49.553000,2024-03-23 05:13:50.941,1,,False,,False,True
0 days 00:32:08.943000,OCO,31,,9.0,2.0,,,0 days 00:00:35.179000,0 days 00:00:22.222000,0 days 00:00:39.474000,0 days 00:31:07.247000,0 days 00:31:29.469000,0 days 00:32:08.943000,225.0,241.0,307.0,226.0,False,SOFT,5.0,True,Alpine,0 days 00:30:32.068000,2024-03-23 05:15:33.456,1,,False,,False,True
0 days 00:33:26.560000,OCO,31,,10.0,2.0,,,0 days 00:00:26.857000,0 days 00:00:17.613000,0 days 00:00:33.147000,0 days 00:32:35.800000,0 days 00:32:53.413000,0 days 00:33:26.560000,286.0,320.0,303.0,323.0,True,SOFT,6.0,True,Alpine,0 days 00:32:08.943000,2024-03-23 05:17:10.331,1,,False,,False,True
0 days 00:40:05.693000,OCO,31,,11.0,2.0,,0 days 00:35:06.826000,0 days 00:00:35.097000,0 days 00:00:23.507000,,0 days 00:34:01.762000,0 days 00:34:25.195000,,218.0,238.0,,295.0,False,SOFT,7.0,True,Alpine,0 days 00:33:26.560000,2024-03-23 05:18:27.948,1,,False,,False,False
0 days 00:41:51.193000,OCO,31,,12.0,3.0,0 days 00:40:07.857000,,0 days 00:00:45.412000,0 days 00:00:19.767000,0 days 00:00:40.321000,0 days 00:40:51.105000,0 days 00:41:10.872000,0 days 00:41:51.193000,259.0,296.0,306.0,79.0,False,SOFT,7.0,False,Alpine,0 days 00:40:05.693000,2024-03-23 05:25:07.081,1,,False,,False,False
0 days 00:43:10.009000,OCO,31,,13.0,3.0,,,0 days 00:00:27.267000,0 days 00:00:17.767000,0 days 00:00:33.782000,0 days 00:42:18.460000,0 days 00:42:36.227000,0 days 00:43:10.009000,284.0,319.0,304.0,322.0,True,SOFT,8.0,False,Alpine,0 days 00:41:51.193000,2024-03-23 05:26:52.581,1,,False,,False,True
0 days 00:45:38.434000,OCO,31,,14.0,3.0,,0 days 00:44:43.988000,0 days 00:00:30.494000,0 days 00:00:21.745000,0 days 00:01:36.186000,0 days 00:43:40.503000,0 days 00:44:02.248000,0 days 00:45:38.434000,257.0,253.0,,271.0,False,SOFT,9.0,False,Alpine,0 days 00:43:10.009000,2024-03-23 05:28:11.397,1,,False,,False,False
0 days 00:47:24.209000,OCO,31,,15.0,4.0,0 days 00:45:40.503000,,0 days 00:00:46.076000,0 days 00:00:20.226000,0 days 00:00:39.473000,0 days 00:46:24.510000,0 days 00:46:44.736000,0 days 00:47:24.209000,252.0,300.0,300.0,54.0,False,SOFT,1.0,True,Alpine,0 days 00:45:38.434000,2024-03-23 05:30:39.822,1,,False,,False,False
0 days 00:48:51.311000,OCO,31,,16.0,4.0,,,0 days 00:00:31.035000,0 days 00:00:19.563000,0 days 00:00:36.504000,0 days 00:47:55.244000,0 days 00:48:14.807000,0 days 00:48:51.311000,269.0,297.0,305.0,295.0,False,SOFT,2.0,True,Alpine,0 days 00:47:24.209000,2024-03-23 05:32:25.597,1,,False,,False,True
0 days 00:50:09.323000,OCO,31,,17.0,4.0,,,0 days 00:00:26.985000,0 days 00:00:17.777000,0 days 00:00:33.250000,0 days 00:49:18.296000,0 days 00:49:36.073000,0 days 00:50:09.323000,286.0,317.0,304.0,322.0,True,SOFT,3.0,True,Alpine,0 days 00:48:51.311000,2024-03-23 05:33:52.699,1,,False,,False,True
0 days 00:51:51.782000,OCO,31,,18.0,4.0,,,0 days 00:00:34.947000,0 days 00:00:23.882000,0 days 00:00:43.630000,0 days 00:50:44.270000,0 days 00:51:08.152000,0 days 00:51:51.782000,220.0,231.0,286.0,282.0,False,SOFT,4.0,True,Alpine,0 days 00:50:09.323000,2024-03-23 05:35:10.711,1,,False,,False,True
0 days 00:53:34.762000,OCO,31,,19.0,4.0,,,0 days 00:00:32.730000,0 days 00:00:22.342000,0 days 00:00:47.908000,0 days 00:52:24.512000,0 days 00:52:46.854000,0 days 00:53:34.762000,242.0,238.0,306.0,258.0,False,SOFT,5.0,True,Alpine,0 days 00:51:51.782000,2024-03-23 05:36:53.170,1,,False,,False,True
0 days 00:54:52.459000,OCO,31,,20.0,4.0,,,0 days 00:00:26.899000,0 days 00:00:17.581000,0 days 00:00:33.217000,0 days 00:54:01.661000,0 days 00:54:19.242000,0 days 00:54:52.459000,287.0,322.0,308.0,323.0,True,SOFT,6.0,True,Alpine,0 days 00:53:34.762000,2024-03-23 05:38:36.150,1,,False,,False,True
0 days 00:56:35.383000,OCO,31,,21.0,4.0,,0 days 00:56:35.383000,0 days 00:00:34.708000,0 days 00:00:23.061000,,0 days 00:55:27.302000,0 days 00:55:50.318000,,222.0,232.0,,281.0,False,SOFT,7.0,True,Alpine,0 days 00:54:52.459000,2024-03-23 05:39:53.847,1,,False,,False,False
0 days 00:17:02.841000,HUL,27,,1.0,1.0,0 days 00:15:24.267000,,,0 days 00:00:19.683000,0 days 00:00:40.431000,,0 days 00:16:22.448000,0 days 00:17:02.989000,256.0,286.0,307.0,171.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:15:24.267000,2024-03-23 05:00:25.655,1,,False,,False,False
0 days 00:18:20.833000,HUL,27,,2.0,1.0,,,0 days 00:00:27.126000,0 days 00:00:17.544000,0 days 00:00:33.322000,0 days 00:17:29.967000,0 days 00:17:47.511000,0 days 00:18:20.833000,286.0,325.0,304.0,324.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:17:02.841000,2024-03-23 05:02:04.229,1,,False,,False,True
0 days 00:20:05.637000,HUL,27,,3.0,1.0,,,0 days 00:00:37.318000,0 days 00:00:22.407000,0 days 00:00:45.079000,0 days 00:18:58.151000,0 days 00:19:20.558000,0 days 00:20:05.637000,243.0,275.0,308.0,161.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:18:20.833000,2024-03-23 05:03:22.221,1,,False,,False,True
0 days 00:21:23.744000,HUL,27,,4.0,1.0,,,0 days 00:00:27.100000,0 days 00:00:17.515000,0 days 00:00:33.492000,0 days 00:20:32.737000,0 days 00:20:50.252000,0 days 00:21:23.744000,288.0,323.0,304.0,326.0,False,SOFT,4.0,True,Haas F1 Team,0 days 00:20:05.637000,2024-03-23 05:05:07.025,1,,False,,False,True
0 days 00:29:31.108000,HUL,27,,5.0,1.0,,0 days 00:22:55.471000,0 days 00:00:32.991000,0 days 00:00:19.423000,,0 days 00:21:56.772000,0 days 00:22:16.187000,,254.0,295.0,,274.0,False,SOFT,5.0,True,Haas F1 Team,0 days 00:21:23.744000,2024-03-23 05:06:25.132,1,,False,,False,False
0 days 00:31:01.964000,HUL,27,,6.0,2.0,0 days 00:29:33.145000,,0 days 00:00:35.620000,0 days 00:00:19.431000,0 days 00:00:35.805000,0 days 00:30:06.728000,0 days 00:30:26.159000,0 days 00:31:01.964000,259.0,289.0,308.0,221.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:29:31.108000,2024-03-23 05:14:32.496,1,,False,,False,False
0 days 00:32:19.940000,HUL,27,,7.0,2.0,,,0 days 00:00:26.782000,0 days 00:00:17.617000,0 days 00:00:33.577000,0 days 00:31:28.746000,0 days 00:31:46.363000,0 days 00:32:19.940000,289.0,322.0,307.0,324.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:31:01.964000,2024-03-23 05:16:03.352,1,,False,,False,True
0 days 00:33:54.262000,HUL,27,,8.0,2.0,,0 days 00:33:54.262000,0 days 00:00:35.293000,0 days 00:00:19.700000,,0 days 00:32:55.269000,0 days 00:33:14.950000,,253.0,282.0,,274.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:32:19.940000,2024-03-23 05:17:21.328,1,,False,,False,False
0 days 00:16:55.834000,GAS,10,,1.0,1.0,0 days 00:15:17.530000,,,0 days 00:00:19.259000,0 days 00:00:39.239000,,0 days 00:16:16.715000,0 days 00:16:56.036000,265.0,299.0,285.0,162.0,False,SOFT,1.0,True,Alpine,0 days 00:15:17.530000,2024-03-23 05:00:18.918,1,,False,,False,False
0 days 00:18:26.309000,GAS,10,,2.0,1.0,,,0 days 00:00:30.104000,0 days 00:00:19.380000,0 days 00:00:40.991000,0 days 00:17:25.938000,0 days 00:17:45.318000,0 days 00:18:26.309000,,303.0,307.0,291.0,True,SOFT,2.0,True,Alpine,0 days 00:16:55.834000,2024-03-23 05:01:57.222,1,,False,,False,True
0 days 00:19:44.863000,GAS,10,,3.0,1.0,,,0 days 00:00:27.353000,0 days 00:00:17.605000,0 days 00:00:33.596000,0 days 00:18:53.662000,0 days 00:19:11.267000,0 days 00:19:44.863000,286.0,321.0,308.0,324.0,True,SOFT,3.0,True,Alpine,0 days 00:18:26.309000,2024-03-23 05:03:27.697,1,,False,,False,True
0 days 00:24:00.424000,GAS,10,,4.0,1.0,,0 days 00:21:21.680000,0 days 00:00:33.749000,0 days 00:00:20.904000,,0 days 00:20:18.678000,0 days 00:20:39.707000,,246.0,271.0,,270.0,False,SOFT,4.0,True,Alpine,0 days 00:19:44.863000,2024-03-23 05:04:46.251,1,,False,,False,False
0 days 00:25:43.928000,GAS,10,,5.0,2.0,0 days 00:24:02.460000,,0 days 00:00:41.705000,0 days 00:00:19.297000,0 days 00:00:42.502000,0 days 00:24:42.129000,0 days 00:25:01.426000,0 days 00:25:43.928000,263.0,304.0,295.0,113.0,False,SOFT,1.0,True,Alpine,0 days 00:24:00.424000,2024-03-23 05:09:01.812,1,,False,,False,False
0 days 00:27:13.384000,GAS,10,,6.0,2.0,,,0 days 00:00:31.382000,0 days 00:00:19.147000,0 days 00:00:38.927000,0 days 00:26:15.310000,0 days 00:26:34.457000,0 days 00:27:13.384000,265.0,303.0,306.0,297.0,False,SOFT,2.0,True,Alpine,0 days 00:25:43.928000,2024-03-23 05:10:45.316,1,,False,,False,True
0 days 00:28:31.366000,GAS,10,,7.0,2.0,,,0 days 00:00:26.917000,0 days 00:00:17.632000,0 days 00:00:33.433000,0 days 00:27:40.301000,0 days 00:27:57.933000,0 days 00:28:31.366000,286.0,317.0,302.0,322.0,True,SOFT,3.0,True,Alpine,0 days 00:27:13.384000,2024-03-23 05:12:14.772,1,,False,,False,True
0 days 00:30:14.735000,GAS,10,,8.0,2.0,,,0 days 00:00:41.739000,0 days 00:00:20.344000,0 days 00:00:41.286000,0 days 00:29:13.105000,0 days 00:29:33.449000,0 days 00:30:14.735000,248.0,290.0,221.0,255.0,False,SOFT,4.0,True,Alpine,0 days 00:28:31.366000,2024-03-23 05:13:32.754,1,,False,,False,True
0 days 00:31:55.558000,GAS,10,,9.0,2.0,,,0 days 00:00:36.784000,0 days 00:00:20.051000,0 days 00:00:43.988000,0 days 00:30:51.519000,0 days 00:31:11.570000,0 days 00:31:55.558000,237.0,317.0,306.0,201.0,False,SOFT,5.0,True,Alpine,0 days 00:30:14.735000,2024-03-23 05:15:16.123,1,,False,,False,True
0 days 00:33:13.646000,GAS,10,,10.0,2.0,,,0 days 00:00:27.069000,0 days 00:00:17.612000,0 days 00:00:33.407000,0 days 00:32:22.627000,0 days 00:32:40.239000,0 days 00:33:13.646000,286.0,320.0,301.0,323.0,False,SOFT,6.0,True,Alpine,0 days 00:31:55.558000,2024-03-23 05:16:56.946,1,,False,,False,True
0 days 00:34:54.134000,GAS,10,,11.0,2.0,,0 days 00:34:54.134000,0 days 00:00:36.834000,0 days 00:00:20.706000,,0 days 00:33:50.563000,0 days 00:34:11.281000,,248.0,271.0,,256.0,False,SOFT,7.0,True,Alpine,0 days 00:33:13.646000,2024-03-23 05:18:15.034,1,,False,,False,False
0 days 00:22:28.814000,RIC,3,,1.0,1.0,0 days 00:20:37.590000,,0 days 00:00:50.429000,0 days 00:00:19.739000,0 days 00:00:45.508000,0 days 00:21:24.279000,0 days 00:21:43.307000,0 days 00:22:29.044000,263.0,289.0,301.0,84.0,False,SOFT,1.0,True,RB,0 days 00:20:37.590000,2024-03-23 05:05:38.978,1,,False,,False,False
0 days 00:23:46.899000,RIC,3,,2.0,1.0,,,0 days 00:00:27.054000,0 days 00:00:17.751000,0 days 00:00:33.280000,0 days 00:22:55.868000,0 days 00:23:13.619000,0 days 00:23:46.899000,285.0,316.0,304.0,320.0,True,SOFT,2.0,True,RB,0 days 00:22:28.814000,2024-03-23 05:07:30.202,1,,False,,False,True
0 days 00:29:36.968000,RIC,3,,3.0,1.0,,0 days 00:25:20.141000,0 days 00:00:32.563000,0 days 00:00:20.112000,,0 days 00:24:19.434000,0 days 00:24:39.551000,,231.0,278.0,,262.0,False,SOFT,3.0,True,RB,0 days 00:23:46.899000,2024-03-23 05:08:48.287,1,,False,,False,False
0 days 00:31:22.793000,RIC,3,,4.0,2.0,0 days 00:29:40.226000,,0 days 00:00:47.967000,0 days 00:00:19.254000,0 days 00:00:38.604000,0 days 00:30:24.935000,0 days 00:30:44.189000,0 days 00:31:22.793000,266.0,291.0,305.0,82.0,False,SOFT,1.0,True,RB,0 days 00:29:36.968000,2024-03-23 05:14:38.356,1,,False,,False,False
0 days 00:32:40.259000,RIC,3,,5.0,2.0,,,0 days 00:00:26.734000,0 days 00:00:17.659000,0 days 00:00:33.073000,0 days 00:31:49.527000,0 days 00:32:07.186000,0 days 00:32:40.259000,284.0,316.0,303.0,321.0,False,SOFT,2.0,True,RB,0 days 00:31:22.793000,2024-03-23 05:16:24.181,1,,True,TRACK LIMITS AT TURN 5 LAP 6 ,False,True
0 days 00:34:18.474000,RIC,3,,6.0,2.0,,0 days 00:34:18.474000,0 days 00:00:34.758000,0 days 00:00:20.121000,,0 days 00:33:15.068000,0 days 00:33:35.133000,,239.0,259.0,,261.0,False,SOFT,3.0,True,RB,0 days 00:32:40.259000,2024-03-23 05:17:41.647,1,,False,,False,False
0 days 00:17:46.409000,ZHO,24,,1.0,1.0,0 days 00:16:13.892000,,0 days 00:00:37.587000,0 days 00:00:19.294000,0 days 00:00:37.950000,0 days 00:16:49.444000,0 days 00:17:08.464000,0 days 00:17:46.476000,253.0,290.0,304.0,189.0,False,SOFT,1.0,True,Kick Sauber,0 days 00:16:13.892000,2024-03-23 05:01:15.280,1,,False,,False,False
